Number of Steps,Distance Traveled,X Position,Y Position
43,2.580661902427674,-0.08814869840139902,-0.27725563528512626
44,2.647429389953614,-0.12494227574432935,-0.29410387761663326
45,2.7140184879302987,-0.16269001752835743,-0.31115123702119135
46,2.7801171016693123,-0.20137975478177114,-0.3284223509063495
47,2.845957508087159,-0.24103956303261037,-0.3458515857200013
48,2.911778254508973,-0.2816970566000505,-0.3633714917872942
49,2.977307968139649,-0.3233422755873073,-0.38099998305589355
50,3.0416860294342047,-0.3660030055704047,-0.39866542857315607
51,3.1069764375686653,-0.4096312773854295,-0.4162514086300021
52,3.171971430778504,-0.45425496772806695,-0.43368176954370846
53,3.237421889305115,-0.4998512290282101,-0.4508452248074332
54,3.303101115226746,-0.5464294686912081,-0.4676446770100539
55,3.372040739059449,-0.5939890743309287,-0.48397083405264796
56,3.4405947446823126,-0.6426542106627351,-0.4997873728868977
57,3.507307343482972,-0.692390280068958,-0.5149550164894616
58,3.572072925567628,-0.7431001246566572,-0.5292903251642468
59,3.635587687492371,-0.79465057042638,-0.5427198152787152
60,3.697858772277833,-0.846941861027955,-0.5551919232148573
61,3.7590246152877813,-0.8998768559564438,-0.5666594640331045
62,3.816874151229859,-0.9533665065381131,-0.5770833697299669
63,3.8726440334320076,-1.0072204305713084,-0.5864086772517839
64,3.9281079816818245,-1.061310402226237,-0.5946109535481501
65,3.9835709381103523,-1.1155955045869506,-0.6016864449015141
66,4.037957992553712,-1.1700499251054686,-0.6076357128835556
67,4.090610351562501,-1.224540333090547,-0.6124651082427901
68,4.143811402320862,-1.2787250981661973,-0.6162064591256093
69,4.197383670806885,-1.3327608852478139,-0.6188850718660679
70,4.252034773826599,-1.3867374948854247,-0.6205197222933064
71,4.303924117088319,-1.44076626976972,-0.6211326682198546
72,4.35679621219635,-1.4943902493033487,-0.6208604507505743
73,4.410685930252076,-1.5478599034693965,-0.6197334179924666
74,4.4640985059738165,-1.601325963619596,-0.6178018415365681
75,4.51774416923523,-1.6547457277691948,-0.6151786204438842
76,4.571915411949158,-1.7081418290732624,-0.6119801031557415
77,4.6259493017196665,-1.7615418762043253,-0.608337787857131
78,4.680309991836549,-1.814945605413111,-0.6044047754609128
79,4.737938799858094,-1.8683782104737534,-0.6003400691905479
80,4.7930130100250254,-1.9220038598456217,-0.5962793544918066
81,4.848629179000856,-1.97569589424457,-0.592280325203176
82,4.9054722738266,-2.0294911076524462,-0.5885387328915832
83,4.963742284774781,-2.083454291886386,-0.5852398817746272
84,5.025369076728822,-2.1376447800818323,-0.5824177942808992
85,5.088348379135133,-2.1922159174003055,-0.5802538122483095
86,5.153166689872743,-2.2472083129560563,-0.5787929842245935
87,5.218780488967897,-2.3026818231536765,-0.5780797731771735
88,5.285338830947877,-2.358641826013038,-0.5781504947441922
89,5.353369851112367,-2.415096917703726,-0.579153249494294
90,5.422281198501588,-2.4720780852220643,-0.5810881151298396
91,5.489416851997377,-2.5295807318404946,-0.5840664671927193
92,5.556465759277345,-2.587468373973516,-0.588187019516938
93,5.62358997821808,-2.6456975459367316,-0.5934079768525647
94,5.689999275207521,-2.7042362726083313,-0.5996879446219402
95,5.756647033691407,-2.7630017096326194,-0.6071148403816649
96,5.822052578926088,-2.821955163169692,-0.6157703761877644
97,5.8870261001586925,-2.8809826701740717,-0.625732198847574
98,5.9513660097122205,-2.94000699034663,-0.6370799449917146
99,6.01462016105652,-2.9989356092674244,-0.6498981139942235
100,6.0779461431503305,-3.0576831947171867,-0.6641295240449419
101,6.141980648040772,-3.116182242899564,-0.6798852549702475
102,6.206080479621889,-3.1743859219106327,-0.6972812990828857
103,6.269511189460756,-3.232251217396717,-0.7162888993082536
104,6.329150495529176,-3.2896469508876085,-0.7370263675006035
105,6.3923652315139785,-3.346158092985478,-0.7593569504006165
106,6.4579760742187515,-3.4020358867596636,-0.7835233810637922
107,6.517865204811097,-3.4572538739169163,-0.8096913029947668
108,6.577530622482301,-3.51123956158599,-0.8378183342782929
109,6.634790387153627,-3.5638919801918822,-0.8679079507556633
110,6.695025219917299,-3.614727178711704,-0.8997794857085573
111,6.757856464385988,-3.6641592686063715,-0.9338062419800833
112,6.8253838014602675,-3.7121436770683878,-0.9700686193801691
113,6.895516719818117,-3.75869899642572,-1.0087003752760662
114,6.9625940322875985,-3.8037778770851047,-1.049729095227364
115,7.030279817581178,-3.8470780844338752,-1.0930434145713792
116,7.09266073703766,-3.888447795582609,-1.1386196029165776
117,7.154151506423951,-3.927538273844681,-1.1862161414844075
118,7.218031353950502,-3.964230276184495,-1.2356614290806702
119,7.282912578582765,-3.998585644813288,-1.2868900586381526
120,7.345088686943056,-4.030592829150922,-1.339795577149846
121,7.406918382644655,-4.060015610809239,-1.3941993010968123
122,7.46903787136078,-4.086691749621408,-1.4499968193520947
123,7.532017202377321,-4.110549829843359,-1.5070702605747452
124,7.596581940650942,-4.13151937958576,-1.5653236283068328
125,7.662638525962831,-4.149535648731829,-1.6246887864419608
126,7.7272268342971815,-4.1645308006504855,-1.6850849334600093
127,7.791392526626589,-4.176408145194521,-1.7462850000144774
128,7.857504811286928,-4.185104944591731,-1.8081049408344227
129,7.925594263076784,-4.190662277766337,-1.870461621325442
130,7.993691029548646,-4.19311423427004,-1.9332784568966377
131,8.062097663879397,-4.192505252801513,-1.9963889764074052
132,8.130702748298647,-4.18890448341971,-2.059651733709407
133,8.198021345138553,-4.182403230415084,-2.1229329614245187
134,8.26427124500275,-4.173123711643842,-2.1860448584477044
135,8.329870557785037,-4.161207033636539,-2.248831383135002
136,8.393722767829898,-4.1468019558692495,-2.311176694931877
137,8.457278347015384,-4.130086664184063,-2.3729160049153784
138,8.520659127235415,-4.111230475982166,-2.433954547641108
139,8.58571529388428,-4.09038919860607,-2.494242712816267
140,8.649878754615786,-4.067631853900017,-2.553898528480556
141,8.71279934883118,-4.0431214255568975,-2.612871918748092
142,8.770982336997989,-4.017112975639724,-2.671003609134875
143,8.833797969818118,-3.9902114794799037,-2.727676518196738
144,8.900271964073184,-3.9619952772242346,-2.783710831359465
