Number of Steps,Distance Traveled,X Position,Y Position
51,3.3105382680892945,-0.4846446201039171,-0.14546311250601174
52,3.37898476600647,-0.5317850452340058,-0.1552770564606975
53,3.4475259065628054,-0.5798030422802551,-0.16553829537206657
54,3.516189661026001,-0.6286798155335286,-0.17620174083334272
55,3.584787483215332,-0.6783647430708653,-0.1873151812061424
56,3.653786597251892,-0.7288220459657264,-0.19882588004949156
57,3.7230068254470825,-0.7800170387245385,-0.21078661378800648
58,3.7918185472488406,-0.8319314298441671,-0.22314532914081056
59,3.8607081890106203,-0.8844937828143319,-0.23595048544505043
60,3.929314765930176,-0.9376841786897664,-0.2491467727705635
61,3.9981264448165894,-0.9914396139859748,-0.262788089097809
62,4.066499538421631,-1.0457505967969254,-0.27681932167943224
63,4.135064435005188,-1.1005484853652308,-0.29129665411935585
64,4.204119086265564,-1.1558273739150406,-0.30616395950275044
65,4.272871050834656,-1.2115634936424384,-0.3214901421281173
66,4.341575675010681,-1.2677295785013045,-0.3372136109395689
67,4.411437072753906,-1.3242774842472342,-0.35340018673952706
68,4.481644892692566,-1.3812160233573672,-0.37012493504346
69,4.552415637969971,-1.4385494789510145,-0.38733444434289904
70,4.623685512542725,-1.4962547714128795,-0.4051043433478466
71,4.695111975669861,-1.554342548424342,-0.423387736648195
72,4.767202706336975,-1.6127685523876631,-0.442258435498459
73,4.839966249465943,-1.6715120330373228,-0.46179297021726795
74,4.913276505470276,-1.7305909942551287,-0.4819487877676977
75,4.985304913520813,-1.7899745374635883,-0.5028072832891509
76,5.057860217094421,-1.8495894967667423,-0.5243043381544109
77,5.130556530952454,-1.9094039672774912,-0.5465266024798098
78,5.203296270370483,-1.9694138954959053,-0.5694289355210922
79,5.275771770477295,-2.0296112812740827,-0.5929686398681466
80,5.347929124832153,-2.0899263782028235,-0.6172226743439543
81,5.419631600379944,-2.150288447587825,-0.6422606241915014
82,5.48999589920044,-2.2106752416469737,-0.668018927433767
83,5.559396481513978,-2.2709688978076454,-0.6945558326549153
84,5.628803052902222,-2.331131366591645,-0.7217977814100055
85,5.6978106021881105,-2.3911053810258798,-0.7498319848692139
86,5.7652270793914795,-2.4508803751154,-0.7785969941343202
87,5.830452890396118,-2.51039527717258,-0.8080124746302488
88,5.895831151008606,-2.569346105703364,-0.8380592182839696
89,5.959662547111511,-2.6277384478578765,-0.8688573322255415
90,6.02284381389618,-2.685358264697156,-0.9002172252671533
91,6.088120727539063,-2.7421893453139536,-0.9320534268872606
92,6.153131003379822,-2.79863031843216,-0.9645891865855055
93,6.218737788200379,-2.8545751399996084,-0.9979200010961132
94,6.283228664398194,-2.9100774240504563,-1.0320267556060871
95,6.347744612693787,-2.964945383434146,-1.066913792786802
96,6.411672801971435,-3.019229820126495,-1.1025275658701825
97,6.475663042068482,-3.0727872127319147,-1.1388894405760324
98,6.539103345870972,-3.1256915537358982,-1.175948836460261
99,6.5984010410308835,-3.1778131326651655,-1.213728879986449
100,6.662086033821106,-3.228633139069047,-1.2516733524979455
101,6.725314903259277,-3.278816896325093,-1.2904757739909092
102,6.783658137321472,-3.3283500861835282,-1.3300424354000338
103,6.8417647218704225,-3.3764725399879465,-1.3698370602858645
104,6.901345348358155,-3.423358388168671,-1.4098211179342945
105,6.9614461898803714,-3.4693425794354136,-1.4502539275330528
106,7.020839967727661,-3.5144341795743084,-1.491361154629744
107,7.0809154176712035,-3.5584786343901698,-1.5331411127419836
108,7.133384871482849,-3.60152304588383,-1.575779838663933
109,7.185573287010193,-3.6430713998089814,-1.6185616454050258
110,7.242434964179993,-3.683215334875154,-1.6613692191994376
111,7.300407290458679,-3.7223326752486474,-1.7046503460311992
112,7.358651285171509,-3.7604490914686632,-1.748723374533059
113,7.419695482254029,-3.797628069304231,-1.7935838162404878
114,7.483205451965333,-3.8338610186832183,-1.8393804251495365
115,7.547225852012635,-3.8691540818911543,-1.8862100343617425
116,7.6111899185180665,-3.903476272621049,-1.9340709952232942
117,7.675191721916199,-3.9369093068895475,-1.9828497130406193
118,7.739113893508911,-3.9694191693208247,-2.032525211089251
119,7.805661749839783,-4.001097526454354,-2.082990920320739
120,7.871869406700134,-4.0320999701079385,-2.134261986967033
121,7.938297443389893,-4.062505440627655,-2.186236238909978
122,8.004925684928894,-4.09241127747309,-2.2388396954831133
123,8.071535477638244,-4.1219190743534115,-2.292000430381983
124,8.138053703308106,-4.151006442352714,-2.3457066875060892
125,8.204547867774963,-4.179785030653052,-2.399872176079304
126,8.27168556690216,-4.20823890683182,-2.4544856554580954
127,8.336109619140625,-4.236372445656921,-2.509561688799084
128,8.400832452774049,-4.264104950679581,-2.5649778817929416
129,8.465576529502869,-4.291426656832545,-2.6207436587133692
130,8.529485411643982,-4.318309928104328,-2.676861599855433
131,8.593482604026795,-4.344691786046208,-2.7333054028863133
132,8.65859899520874,-4.3705206670837065,-2.790092792788555
133,8.72210946559906,-4.3957563892047,-2.847288216356332
134,8.784728202819824,-4.420414048408791,-2.9047867114377284
135,8.84748999118805,-4.444364206064912,-2.962586375242277
136,8.910616717338563,-4.467645077940097,-3.020668916870532
137,8.973702416419982,-4.490280001382292,-3.0790343790954497
138,9.037443041801453,-4.512275537616643,-3.137668416177733
139,9.101134028434753,-4.533647032664733,-3.1965892663302062
140,9.163581199645996,-4.554403586679913,-3.2557806430265965
141,9.226198158264161,-4.574542385713004,-3.3151291954526108
142,9.290680646896362,-4.594104822132176,-3.3746591276532727
143,9.354638032913208,-4.613151930583501,-3.4344468070548206
144,9.419105443954468,-4.63173777257861,-3.4944396677098117
145,9.48381910800934,-4.649791747575692,-3.554677207649208
146,9.548959760665895,-4.667416409224242,-3.6151323390190977
147,9.615213079452516,-4.684573439592856,-3.6758290176566075
148,9.681631674766543,-4.701250981477798,-3.736815885821629
149,9.748811788558962,-4.717579962483528,-3.7980541239871406
150,9.816067204475404,-4.733546327390349,-3.8595747075031794
151,9.883604431152346,-4.749132959973391,-3.9213738935577167
152,9.95111836910248,-4.76446915456865,-3.983421983151025
153,10.018763208389284,-4.7795219548812335,-4.045715486753255
154,10.086350226402283,-4.794260172349811,-4.108258018319995
155,10.153880224227905,-4.808791239326823,-4.171011613936776
156,10.22137819290161,-4.823207514314274,-4.23394369181512
157,10.288724474906921,-4.83744510098283,-4.297059548381794
158,10.355808534622193,-4.851591501485729,-4.360324763021453
159,10.422401762008667,-4.86572523180187,-4.423702747891236
160,10.488580775260926,-4.879768589089725,-4.487181585135549
161,10.555348076820374,-4.893806880538148,-4.550718292049971
162,10.623242688179017,-4.907776314846527,-4.614352848839755
163,10.692182884216308,-4.921629760515474,-4.6781463194645125
164,10.761079516410827,-4.935469020932862,-4.742120930739451
165,10.83028054714203,-4.949225476013159,-4.80628080738426
166,10.899022822380067,-4.962984145866537,-4.870614442348268
167,10.967155847549439,-4.976665603983039,-4.935108129521929
168,11.034572219848632,-4.990342417217695,-4.999709935536815
169,11.102889270782471,-5.003926809031314,-5.0643984209103134
170,11.170001606941224,-5.017506024899547,-5.1291957348241946
171,11.236936655044556,-5.030984392972741,-5.194058172567636
172,11.303732905387879,-5.044438307156862,-5.25895904932268
173,11.370165619850159,-5.057936651367465,-5.323875738709377
174,11.437102932929992,-5.0714661046877305,-5.388792144460474
175,11.505095014572143,-5.08510566855264,-5.4537159222201685
176,11.573318204879762,-5.098784356308827,-5.5187116968039165
177,11.64196894645691,-5.112592510974163,-5.583767765681058
178,11.71119559288025,-5.126467699187445,-5.648913877320614
179,11.78103422164917,-5.140510378600982,-5.714151497209241
180,11.845986223220825,-5.154814912908178,-5.779483434772334
181,11.91038541316986,-5.169224671859654,-5.844416745411302
182,11.97546983242035,-5.183663184145363,-5.908931743272182
183,12.040638437271118,-5.198300371252633,-5.973201728902898
184,12.105904898643495,-5.21308831327606,-6.03729137378784
185,12.165678749084472,-5.227989554033116,-6.101255735062515
186,12.225971674919128,-5.242910409603807,-6.164238598148073
187,12.287037563323976,-5.25778061947956,-6.226366748300391
188,12.348406453132629,-5.272814906959473,-6.287903973356097
189,12.410670075416565,-5.287976406148611,-6.349022383387334
190,12.473452644348145,-5.303442688011783,-6.409925599274487
191,12.536152329444885,-5.319175367246171,-6.47074997621138
192,12.598976426124572,-5.335259881919627,-6.5314573825875994
193,12.66203995704651,-5.351777477258582,-6.592049472517696
194,12.725241770744324,-5.368798559908208,-6.652514921496361
195,12.78844419002533,-5.386237161079716,-6.712880400121662
196,12.851932077407838,-5.404020349906943,-6.7731635367429694
197,12.912888617515565,-5.4220866652317605,-6.833394026778306
198,12.97384889125824,-5.440404045417878,-6.893165776063235
199,13.0344762134552,-5.4589030267318535,-6.95257182636043
200,13.095228981971742,-5.4776753595308305,-7.01157431249163
201,13.156059718132019,-5.49665643336054,-7.070277330928493
202,13.217101740837098,-5.51578874238241,-7.12875821663673
203,13.278258676528932,-5.535025875742347,-7.187106792458337
204,13.339626145362855,-5.554463332521784,-7.2453325924441625
205,13.401127319335938,-5.574176573863461,-7.303462177249499
206,13.463015832901002,-5.594062886026154,-7.361538808071151
207,13.524619636535645,-5.614182548996565,-7.419560253535074
208,13.58548086643219,-5.634424706325634,-7.477548796991096
209,13.645921206474304,-5.654806793275498,-7.535375631505373
210,13.705391354560852,-5.675198564116947,-7.593022878180591
211,13.764345045089723,-5.69561463171114,-7.650322937706925
212,13.822752294540406,-5.716102662036722,-7.707218435543462
213,13.881070094108582,-5.736532006843626,-7.763717618596032
214,13.938927946090699,-5.7569985053065915,-7.819846881403378
215,13.997877597808838,-5.777564281173038,-7.875557548200609
216,14.057128877639771,-5.798215704125403,-7.931148111794221
217,14.116768336296081,-5.819058832205348,-7.98665666633271
218,14.175869975090027,-5.840028470039529,-8.042135174966397
219,14.237450213432313,-5.86119465190311,-8.09749671669883
220,14.299202303886414,-5.882541367423377,-8.152906646839462
221,14.36135265827179,-5.904014672687468,-8.208388623199973
222,14.422676882743836,-5.925709464013034,-8.263920075640346
223,14.484506297111512,-5.947543219148842,-8.319484173717958
224,14.54821632385254,-5.969606092608715,-8.375066651043738
225,14.612386188507081,-5.991859991734067,-8.430773119395075
226,14.678831458091736,-6.014383350622226,-8.486585720778944
227,14.746074090003967,-6.0371432411432755,-8.542623659001196
228,14.812825083732605,-6.060214046051477,-8.59888183523281
229,14.879325881004334,-6.083509865085131,-8.655353176447871
230,14.945419402122498,-6.10708528385542,-8.711987269436625
231,15.010715942382813,-6.130853651024195,-8.76878549550346
232,15.07653811454773,-6.15472490580074,-8.825732694869338
233,15.142219452857972,-6.178774074777536,-8.88281526316128
234,15.207628030776977,-6.202916120281665,-8.940051649806115
235,15.272660956382751,-6.227066541862181,-8.997454209861912
236,15.337319808006287,-6.251278209763863,-9.054973224012182
237,15.401702008247376,-6.275452825707574,-9.112623943096704
238,15.46510404586792,-6.299496894688794,-9.170425447486696
239,15.527584719657899,-6.323300068310643,-9.22836765013314
240,15.58964153766632,-6.346738295424164,-9.28642556046282
241,15.65107165813446,-6.369833737312219,-9.344507370519507
242,15.711466679573059,-6.392424506203823,-9.402567974066246
243,15.773125610351563,-6.414321878027171,-9.460506304319379
244,15.83372962474823,-6.435540763639481,-9.518639994545724
245,15.89379222869873,-6.455863062950554,-9.576835115773664
